,Date Range,Product Name,SKU,Category,Quantity,Start Date,Quantity Change %,4 Week Average Quantity,4 Week Avg % Change,Previous Week Quantity,Total Quantity,Previous Week Total Quantity,UPC,Price Change %,modifiedUPC,Dollar Change
2942,3/7/2024 to 3/13/2024,POWERADE MOUNTAIN BLAST 2O OZ,0004900000790,BEBIDAS,1047.0,2024-03-07,,1047.0,,,774092.0,,4900000790,,0004900000790,
2973,3/7/2024 to 3/13/2024,POWERADE LIMON 20 OZ,0004900000369,BEBIDAS,363.0,2024-03-07,,363.0,,,774092.0,,4900000369,,0004900000369,
2981,3/7/2024 to 3/13/2024,POWERADE ORANGE 20 OZ,0004900003278,BEBIDAS,420.0,2024-03-07,,420.0,,,774092.0,,4900003278,,0004900003278,
3041,3/7/2024 to 3/13/2024,POWERADE FRUIT PUNCH 20 OZ,0004900000371,BEBIDAS,1310.0,2024-03-07,,1310.0,,,774092.0,,4900000371,,0004900000371,
3203,3/7/2024 to 3/13/2024,POWERADE GRAPE 20 OZ,0004900004526,BEBIDAS,821.0,2024-03-07,,821.0,,,774092.0,,4900004526,,0004900004526,
3226,3/7/2024 to 3/13/2024,POWERADE ZERO FRUIT PUNCH 20 OZ,0004900005642,BEBIDAS,203.0,2024-03-07,,203.0,,,774092.0,,4900005642,,0004900005642,
3237,3/7/2024 to 3/13/2024,POWERADE ZERO MIXED BERRY 20 OZ,0004900005069,BEBIDAS,175.0,2024-03-07,,175.0,,,774092.0,,4900005069,,0004900005069,
6877,3/7/2024 to 3/13/2024,OREO SANDWICH SINGLE SERVE 12 PK,0004400004698,GALLETAS,51.0,2024-03-07,,51.0,,,774092.0,,4400004698,,0004400004698,
7035,3/7/2024 to 3/13/2024,CHIPS AHOY! SINGLE SERVE 12 CT,0004400005222,GALLETAS,38.0,2024-03-07,,38.0,,,774092.0,,4400005222,,0004400005222,
7298,3/7/2024 to 3/13/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,73.0,2024-03-07,,73.0,,,774092.0,,2296100104,,0002296100104,
12203,3/7/2024 to 3/13/2024,MISTIC MANGO CARROT 64 OZ,0008939664297,JUGOS PET,92.0,2024-03-07,,92.0,,,774092.0,,8939664297,,0008939664297,
12274,3/7/2024 to 3/13/2024,MISTIC TROPICAL CARROT 64 OZ,0008939664290,JUGOS PET,139.0,2024-03-07,,139.0,,,774092.0,,8939664290,,0008939664290,
12377,3/7/2024 to 3/13/2024,MISTIC ORANGE CARROT 64 OZ,0008939664296,JUGOS PET,761.0,2024-03-07,,761.0,,,774092.0,,8939664296,,0008939664296,
17704,3/7/2024 to 3/13/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,31.0,2024-03-07,,31.0,,,774092.0,,1480031656,,0001480031656,
17723,3/7/2024 to 3/13/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,116.0,2024-03-07,,116.0,,,774092.0,,1480032100,,0001480032100,
17724,3/7/2024 to 3/13/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,541.0,2024-03-07,,541.0,,,774092.0,,1480000034,,0001480000034,
23449,3/7/2024 to 3/13/2024,OCEAN SPRAY CRANGRAPE 64 OZ,0003120022007,JUGOS PET,98.0,2024-03-07,,98.0,,,774092.0,,3120022007,,0003120022007,
23460,3/7/2024 to 3/13/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,55.0,2024-03-07,,55.0,,,774092.0,,3120020157,,0003120020157,
23492,3/7/2024 to 3/13/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,94.0,2024-03-07,,94.0,,,774092.0,,3120020031,,0003120020031,
23494,3/7/2024 to 3/13/2024,OCEAN SPRAY WHITE CRANBERRY 64 OZ,0003120028127,JUGOS PET,120.0,2024-03-07,,120.0,,,774092.0,,3120028127,,0003120028127,
23497,3/7/2024 to 3/13/2024,OCEAN SPRAY RUBY GRAPEFRUIT 64 OZ,0003120027627,JUGOS PET,92.0,2024-03-07,,92.0,,,774092.0,,3120027627,,0003120027627,
23507,3/7/2024 to 3/13/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,372.0,2024-03-07,,372.0,,,774092.0,,3120020007,,0003120020007,
23514,3/7/2024 to 3/13/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,42.0,2024-03-07,,42.0,,,774092.0,,3120003469,,0003120003469,
23517,3/7/2024 to 3/13/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,29.0,2024-03-07,,29.0,,,774092.0,,3120003466,,0003120003466,
23526,3/7/2024 to 3/13/2024,OCEAN SPRAY LIGHT CRAN.GRAPE 64 OZ,0003120034327,JUGOS PET,27.0,2024-03-07,,27.0,,,774092.0,,3120034327,,0003120034327,
23554,3/7/2024 to 3/13/2024,OCEAN SPRAY LIGHT CRANBERRY 64 OZ,0003120034227,JUGOS PET,16.0,2024-03-07,,16.0,,,774092.0,,3120034227,,0003120034227,
31324,3/7/2024 to 3/13/2024,WELCH'S WHITE GRAPE 100% JUICE 64 OZ,0004180022700,JUGOS PET,93.0,2024-03-07,,93.0,,,774092.0,,4180022700,,0004180022700,
31354,3/7/2024 to 3/13/2024,WELCH GRAPE CONCORD JUICE COCKT 64OZ,0004180020199,JUGOS PET,141.0,2024-03-07,,141.0,,,774092.0,,4180020199,,0004180020199,
31368,3/7/2024 to 3/13/2024,WELCH'S GRAPE JUICE 100% 64 OZ,0004180020750,JUGOS PET,273.0,2024-03-07,,273.0,,,774092.0,,4180020750,,0004180020750,
31549,3/7/2024 to 3/13/2024,WELCHS GRAPE JUICE 100 % 10 OZ,0004180035400,JUGOS PET,741.0,2024-03-07,,741.0,,,774092.0,,4180035400,,0004180035400,
34579,3/7/2024 to 3/13/2024,RITZ CRACKERS 13.7 OZ,0004400003111,GALLETAS,818.0,2024-03-07,,818.0,,,774092.0,,4400003111,,0004400003111,
34675,3/7/2024 to 3/13/2024,NABISCO CHIP AHOY MINI S SERVE 12 PK,0004400002027,GALLETAS,106.0,2024-03-07,,106.0,,,774092.0,,4400002027,,0004400002027,
34678,3/7/2024 to 3/13/2024,OREO MINI SINGLE SERVE 12 PK,0004400002028,GALLETAS,257.0,2024-03-07,,257.0,,,774092.0,,4400002028,,0004400002028,
34794,3/7/2024 to 3/13/2024,NILLA MINI WAFERS SINGLE SERVE 12 CT,0004400003128,GALLETAS,20.0,2024-03-07,,20.0,,,774092.0,,4400003128,,0004400003128,
34856,3/7/2024 to 3/13/2024,CHIPS AHOY CHOCO CHIPS 13.0 OZ,0004400003219,GALLETAS,545.0,2024-03-07,,545.0,,,774092.0,,4400003219,,0004400003219,
41857,3/7/2024 to 3/13/2024,ROVIRA EXPORT SODAS BUTTER 30 OZ,0007298100157,GALLETAS,65.0,2024-03-07,,65.0,,,774092.0,,7298100157,,0007298100157,
43422,3/7/2024 to 3/13/2024,ROVIRA EXPORT SODA CRACKERS 28 OZ,0007298100105,GALLETAS,280.0,2024-03-07,,280.0,,,774092.0,,7298100105,,0007298100105,
55287,3/14/2024 to 3/20/2024,ROVIRA EXPORT SODAS BUTTER 30 OZ,0007298100157,GALLETAS,97.0,2024-03-14,49.23076923076923,81.0,24.615384615384617,65.0,860202.0,774092.0,7298100157,0.0,0007298100157,0.0
55701,3/14/2024 to 3/20/2024,ROVIRA EXPORT SODA CRACKERS 28 OZ,0007298100105,GALLETAS,193.0,2024-03-14,-31.071428571428573,236.5,-15.535714285714286,280.0,860202.0,774092.0,7298100105,0.0,0007298100105,0.0
62235,3/14/2024 to 3/20/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,38.0,2024-03-14,31.034482758620683,33.5,15.517241379310342,29.0,860202.0,774092.0,3120003466,0.0,0003120003466,0.0
62250,3/14/2024 to 3/20/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,64.0,2024-03-14,52.38095238095237,53.0,26.190476190476186,42.0,860202.0,774092.0,3120003469,0.0,0003120003469,0.0
62251,3/14/2024 to 3/20/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,414.0,2024-03-14,11.290322580645151,393.0,5.645161290322576,372.0,860202.0,774092.0,3120020007,0.0,0003120020007,0.0
64786,3/14/2024 to 3/20/2024,OCEAN SPRAY CRANGRAPE 64 OZ,0003120022007,JUGOS PET,96.0,2024-03-14,-2.0408163265306145,97.0,-1.0204081632653073,98.0,860202.0,774092.0,3120022007,0.0,0003120022007,0.0
64853,3/14/2024 to 3/20/2024,OCEAN SPRAY WHITE CRANBERRY 64 OZ,0003120028127,JUGOS PET,123.0,2024-03-14,2.499999999999991,121.5,1.2499999999999956,120.0,860202.0,774092.0,3120028127,0.0,0003120028127,0.0
64895,3/14/2024 to 3/20/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,84.0,2024-03-14,-10.63829787234043,89.0,-5.319148936170215,94.0,860202.0,774092.0,3120020031,0.0,0003120020031,0.0
64920,3/14/2024 to 3/20/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,83.0,2024-03-14,50.90909090909091,69.0,25.454545454545464,55.0,860202.0,774092.0,3120020157,0.0,0003120020157,0.0
64944,3/14/2024 to 3/20/2024,OCEAN SPRAY RUBY GRAPEFRUIT 64 OZ,0003120027627,JUGOS PET,85.0,2024-03-14,-7.608695652173914,88.5,-3.804347826086951,92.0,860202.0,774092.0,3120027627,0.0,0003120027627,0.0
64998,3/14/2024 to 3/20/2024,OCEAN SPRAY LIGHT CRAN.GRAPE 64 OZ,0003120034327,JUGOS PET,28.0,2024-03-14,3.703703703703698,27.5,1.85185185185186,27.0,860202.0,774092.0,3120034327,0.0,0003120034327,0.0
65010,3/14/2024 to 3/20/2024,OCEAN SPRAY LIGHT CRANBERRY 64 OZ,0003120034227,JUGOS PET,16.0,2024-03-14,0.0,16.0,0.0,16.0,860202.0,774092.0,3120034227,0.0,0003120034227,0.0
70471,3/14/2024 to 3/20/2024,WELCHS GRAPE JUICE 100 % 10 OZ,0004180035400,JUGOS PET,883.0,2024-03-14,19.163292847503378,812.0,9.581646423751678,741.0,860202.0,774092.0,4180035400,0.0,0004180035400,0.0
70549,3/14/2024 to 3/20/2024,WELCH GRAPE CONCORD JUICE COCKT 64OZ,0004180020199,JUGOS PET,246.0,2024-03-14,74.46808510638299,193.5,37.23404255319149,141.0,860202.0,774092.0,4180020199,0.0,0004180020199,0.0
70607,3/14/2024 to 3/20/2024,WELCH'S GRAPE JUICE 100% 64 OZ,0004180020750,JUGOS PET,364.0,2024-03-14,33.33333333333333,318.5,16.666666666666675,273.0,860202.0,774092.0,4180020750,0.0,0004180020750,0.0
70793,3/14/2024 to 3/20/2024,WELCH'S WHITE GRAPE 100% JUICE 64 OZ,0004180022700,JUGOS PET,107.0,2024-03-14,15.053763440860223,100.0,7.526881720430101,93.0,860202.0,774092.0,4180022700,0.0,0004180022700,0.0
78271,3/14/2024 to 3/20/2024,CHIPS AHOY! SINGLE SERVE 12 CT,0004400005222,GALLETAS,43.0,2024-03-14,13.157894736842103,40.5,6.578947368421062,38.0,860202.0,774092.0,4400005222,0.0,0004400005222,0.0
78487,3/14/2024 to 3/20/2024,OREO SANDWICH SINGLE SERVE 12 PK,0004400004698,GALLETAS,50.0,2024-03-14,-1.9607843137254943,50.5,-0.9803921568627416,51.0,860202.0,774092.0,4400004698,0.0,0004400004698,0.0
79202,3/14/2024 to 3/20/2024,RITZ CRACKERS 13.7 OZ,0004400003111,GALLETAS,1084.0,2024-03-14,32.51833740831296,951.0,16.25916870415649,818.0,860202.0,774092.0,4400003111,0.0,0004400003111,0.0
79335,3/14/2024 to 3/20/2024,CHIPS AHOY CHOCO CHIPS 13.0 OZ,0004400003219,GALLETAS,279.0,2024-03-14,-48.80733944954129,412.0,-24.403669724770637,545.0,860202.0,774092.0,4400003219,0.0,0004400003219,0.0
79371,3/14/2024 to 3/20/2024,NILLA MINI WAFERS SINGLE SERVE 12 CT,0004400003128,GALLETAS,33.0,2024-03-14,64.99999999999999,26.5,32.49999999999999,20.0,860202.0,774092.0,4400003128,0.0,0004400003128,0.0
79692,3/14/2024 to 3/20/2024,NABISCO CHIP AHOY MINI S SERVE 12 PK,0004400002027,GALLETAS,152.0,2024-03-14,43.39622641509433,129.0,21.698113207547177,106.0,860202.0,774092.0,4400002027,0.0,0004400002027,0.0
79721,3/14/2024 to 3/20/2024,OREO MINI SINGLE SERVE 12 PK,0004400002028,GALLETAS,503.0,2024-03-14,95.71984435797664,380.0,47.859922178988334,257.0,860202.0,774092.0,4400002028,0.0,0004400002028,0.0
81858,3/14/2024 to 3/20/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,37.0,2024-03-14,-49.31506849315068,55.0,-24.65753424657534,73.0,860202.0,774092.0,2296100104,0.0,0002296100104,0.0
82791,3/14/2024 to 3/20/2024,MISTIC ORANGE CARROT 64 OZ,0008939664296,JUGOS PET,828.0,2024-03-14,8.804204993429687,794.5,4.402102496714844,761.0,860202.0,774092.0,8939664296,0.0,0008939664296,0.0
82814,3/14/2024 to 3/20/2024,MISTIC MANGO CARROT 64 OZ,0008939664297,JUGOS PET,62.0,2024-03-14,-32.608695652173914,77.0,-16.30434782608695,92.0,860202.0,774092.0,8939664297,0.0,0008939664297,0.0
82848,3/14/2024 to 3/20/2024,MISTIC TROPICAL CARROT 64 OZ,0008939664290,JUGOS PET,130.0,2024-03-14,-6.474820143884896,134.5,-3.237410071942448,139.0,860202.0,774092.0,8939664290,0.0,0008939664290,0.0
103231,3/14/2024 to 3/20/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,42.0,2024-03-14,35.48387096774193,36.5,17.741935483870975,31.0,860202.0,774092.0,1480031656,0.0,0001480031656,0.0
103450,3/14/2024 to 3/20/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,1076.0,2024-03-14,98.89094269870611,808.5,49.44547134935304,541.0,860202.0,774092.0,1480000034,0.0,0001480000034,0.0
104282,3/14/2024 to 3/20/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,142.0,2024-03-14,22.413793103448263,129.0,11.206896551724132,116.0,860202.0,774092.0,1480032100,0.0,0001480032100,0.0
104658,3/14/2024 to 3/20/2024,POWERADE MOUNTAIN BLAST 2O OZ,0004900000790,BEBIDAS,588.0,2024-03-14,-43.83954154727794,817.5,-21.91977077363897,1047.0,860202.0,774092.0,4900000790,0.0,0004900000790,0.0
105400,3/14/2024 to 3/20/2024,POWERADE FRUIT PUNCH 20 OZ,0004900000371,BEBIDAS,848.0,2024-03-14,-35.26717557251908,1079.0,-17.63358778625954,1310.0,860202.0,774092.0,4900000371,0.0,0004900000371,0.0
105519,3/14/2024 to 3/20/2024,POWERADE LIMON 20 OZ,0004900000369,BEBIDAS,236.0,2024-03-14,-34.9862258953168,299.5,-17.493112947658407,363.0,860202.0,774092.0,4900000369,0.0,0004900000369,0.0
105631,3/14/2024 to 3/20/2024,POWERADE ZERO MIXED BERRY 20 OZ,0004900005069,BEBIDAS,159.0,2024-03-14,-9.142857142857142,167.0,-4.571428571428571,175.0,860202.0,774092.0,4900005069,0.0,0004900005069,0.0
105828,3/14/2024 to 3/20/2024,POWERADE ZERO FRUIT PUNCH 20 OZ,0004900005642,BEBIDAS,162.0,2024-03-14,-20.197044334975367,182.5,-10.098522167487689,203.0,860202.0,774092.0,4900005642,0.0,0004900005642,0.0
106168,3/14/2024 to 3/20/2024,POWERADE ORANGE 20 OZ,0004900003278,BEBIDAS,312.0,2024-03-14,-25.71428571428571,366.0,-12.857142857142856,420.0,860202.0,774092.0,4900003278,0.0,0004900003278,0.0
106476,3/14/2024 to 3/20/2024,POWERADE GRAPE 20 OZ,0004900004526,BEBIDAS,466.0,2024-03-14,-43.23995127892813,643.5,-21.619975639464073,821.0,860202.0,774092.0,4900004526,0.0,0004900004526,0.0
120126,3/21/2024 to 3/27/2024,ROVIRA EXPORT SODAS BUTTER 30 OZ,0007298100157,GALLETAS,78.0,2024-03-21,-19.58762886597938,80.0,-1.2345679012345734,97.0,791141.0,860202.0,7298100157,0.0,0007298100157,0.0
120518,3/21/2024 to 3/27/2024,ROVIRA EXPORT SODA CRACKERS 28 OZ,0007298100105,GALLETAS,150.0,2024-03-21,-22.27979274611399,207.66666666666666,-12.191684284707549,193.0,791141.0,860202.0,7298100105,0.0,0007298100105,0.0
127316,3/21/2024 to 3/27/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,64.0,2024-03-21,-22.891566265060238,67.33333333333333,-2.4154589371980784,83.0,791141.0,860202.0,3120020157,0.0,0003120020157,0.0
127324,3/21/2024 to 3/27/2024,OCEAN SPRAY RUBY GRAPEFRUIT 64 OZ,0003120027627,JUGOS PET,97.0,2024-03-21,14.117647058823524,91.33333333333333,3.201506591337089,85.0,791141.0,860202.0,3120027627,0.0,0003120027627,0.0
127349,3/21/2024 to 3/27/2024,OCEAN SPRAY WHITE CRANBERRY 64 OZ,0003120028127,JUGOS PET,115.0,2024-03-21,-6.504065040650408,119.33333333333333,-1.7832647462277085,123.0,791141.0,860202.0,3120028127,0.0,0003120028127,0.0
127406,3/21/2024 to 3/27/2024,OCEAN SPRAY CRANGRAPE 64 OZ,0003120022007,JUGOS PET,125.0,2024-03-21,30.208333333333325,106.33333333333333,9.621993127147753,96.0,791141.0,860202.0,3120022007,0.0,0003120022007,0.0
127455,3/21/2024 to 3/27/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,48.0,2024-03-21,-25.0,51.333333333333336,-3.1446540880503138,64.0,791141.0,860202.0,3120003469,0.0,0003120003469,0.0
127499,3/21/2024 to 3/27/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,36.0,2024-03-21,-5.263157894736848,34.333333333333336,2.487562189054726,38.0,791141.0,860202.0,3120003466,0.0,0003120003466,0.0
127550,3/21/2024 to 3/27/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,89.0,2024-03-21,5.952380952380953,89.0,0.0,84.0,791141.0,860202.0,3120020031,0.0,0003120020031,0.0
127606,3/21/2024 to 3/27/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,401.0,2024-03-21,-3.1400966183574908,395.6666666666667,0.6785411365564098,414.0,791141.0,860202.0,3120020007,0.0,0003120020007,0.0
127808,3/21/2024 to 3/27/2024,OCEAN SPRAY LIGHT CRAN.GRAPE 64 OZ,0003120034327,JUGOS PET,24.0,2024-03-21,-14.28571428571429,26.333333333333332,-4.2424242424242475,28.0,791141.0,860202.0,3120034327,0.0,0003120034327,0.0
127902,3/21/2024 to 3/27/2024,OCEAN SPRAY LIGHT CRANBERRY 64 OZ,0003120034227,JUGOS PET,20.0,2024-03-21,25.0,17.333333333333332,8.333333333333325,16.0,791141.0,860202.0,3120034227,0.0,0003120034227,0.0
130264,3/21/2024 to 3/27/2024,POWERADE MOUNTAIN BLAST 2O OZ,0004900000790,BEBIDAS,461.0,2024-03-21,-21.59863945578231,698.6666666666666,-14.5361875637105,588.0,791141.0,860202.0,4900000790,-4.49438202247191,0004900000790,-0.040000000000000036
130315,3/21/2024 to 3/27/2024,POWERADE ORANGE 20 OZ,0004900003278,BEBIDAS,244.0,2024-03-21,-21.794871794871796,325.3333333333333,-11.111111111111116,312.0,791141.0,860202.0,4900003278,-4.49438202247191,0004900003278,-0.040000000000000036
130373,3/21/2024 to 3/27/2024,POWERADE FRUIT PUNCH 20 OZ,0004900000371,BEBIDAS,489.0,2024-03-21,-42.33490566037735,882.3333333333334,-18.2267531665122,848.0,791141.0,860202.0,4900000371,-4.49438202247191,0004900000371,-0.040000000000000036
130380,3/21/2024 to 3/27/2024,POWERADE LIMON 20 OZ,0004900000369,BEBIDAS,169.0,2024-03-21,-28.389830508474578,256.0,-14.52420701168614,236.0,791141.0,860202.0,4900000369,-4.49438202247191,0004900000369,-0.040000000000000036
131150,3/21/2024 to 3/27/2024,POWERADE GRAPE 20 OZ,0004900004526,BEBIDAS,395.0,2024-03-21,-15.23605150214592,560.6666666666666,-12.872312872312875,466.0,791141.0,860202.0,4900004526,-4.49438202247191,0004900004526,-0.040000000000000036
131179,3/21/2024 to 3/27/2024,POWERADE ZERO FRUIT PUNCH 20 OZ,0004900005642,BEBIDAS,183.0,2024-03-21,12.962962962962955,182.66666666666666,0.09132420091324533,162.0,791141.0,860202.0,4900005642,-4.49438202247191,0004900005642,-0.040000000000000036
131194,3/21/2024 to 3/27/2024,POWERADE ZERO MIXED BERRY 20 OZ,0004900005069,BEBIDAS,101.0,2024-03-21,-36.47798742138365,145.0,-13.173652694610782,159.0,791141.0,860202.0,4900005069,-4.49438202247191,0004900005069,-0.040000000000000036
133686,3/21/2024 to 3/27/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,104.0,2024-03-21,-26.76056338028169,120.66666666666667,-6.459948320413433,142.0,791141.0,860202.0,1480032100,0.0,0001480032100,0.0
133873,3/21/2024 to 3/27/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,634.0,2024-03-21,-41.078066914498145,750.3333333333334,-7.194392908678616,1076.0,791141.0,860202.0,1480000034,0.0,0001480000034,0.0
133918,3/21/2024 to 3/27/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,31.0,2024-03-21,-26.190476190476186,34.666666666666664,-5.022831050228316,42.0,791141.0,860202.0,1480031656,0.0,0001480031656,0.0
148885,3/21/2024 to 3/27/2024,MISTIC TROPICAL CARROT 64 OZ,0008939664290,JUGOS PET,111.0,2024-03-21,-14.615384615384619,126.66666666666667,-5.824039653035928,130.0,791141.0,860202.0,8939664290,0.0,0008939664290,0.0
148902,3/21/2024 to 3/27/2024,MISTIC ORANGE CARROT 64 OZ,0008939664296,JUGOS PET,887.0,2024-03-21,7.125603864734309,825.3333333333334,3.8808474931822934,828.0,791141.0,860202.0,8939664296,0.0,0008939664296,0.0
148914,3/21/2024 to 3/27/2024,MISTIC MANGO CARROT 64 OZ,0008939664297,JUGOS PET,81.0,2024-03-21,30.645161290322577,78.33333333333333,1.7316017316017174,62.0,791141.0,860202.0,8939664297,0.0,0008939664297,0.0
153569,3/21/2024 to 3/27/2024,CHIPS AHOY CHOCO CHIPS 13.0 OZ,0004400003219,GALLETAS,264.0,2024-03-21,-5.376344086021501,362.6666666666667,-11.97411003236245,279.0,791141.0,860202.0,4400003219,0.0,0004400003219,0.0
153640,3/21/2024 to 3/27/2024,NILLA MINI WAFERS SINGLE SERVE 12 CT,0004400003128,GALLETAS,45.0,2024-03-21,36.36363636363635,32.666666666666664,23.27044025157232,33.0,791141.0,860202.0,4400003128,0.0,0004400003128,0.0
154167,3/21/2024 to 3/27/2024,OREO SANDWICH SINGLE SERVE 12 PK,0004400004698,GALLETAS,41.0,2024-03-21,-18.000000000000004,47.333333333333336,-6.270627062706269,50.0,791141.0,860202.0,4400004698,0.0,0004400004698,0.0
154763,3/21/2024 to 3/27/2024,OREO MINI SINGLE SERVE 12 PK,0004400002028,GALLETAS,310.0,2024-03-21,-38.36978131212724,356.6666666666667,-6.140350877192979,503.0,791141.0,860202.0,4400002028,0.0,0004400002028,0.0
154805,3/21/2024 to 3/27/2024,NABISCO CHIP AHOY MINI S SERVE 12 PK,0004400002027,GALLETAS,61.0,2024-03-21,-59.86842105263157,106.33333333333333,-17.57105943152455,152.0,791141.0,860202.0,4400002027,0.0,0004400002027,0.0
155141,3/21/2024 to 3/27/2024,RITZ CRACKERS 13.7 OZ,0004400003111,GALLETAS,990.0,2024-03-21,-8.671586715867164,964.0,1.3669821240799074,1084.0,791141.0,860202.0,4400003111,0.0,0004400003111,0.0
156047,3/21/2024 to 3/27/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,37.0,2024-03-21,0.0,49.0,-10.909090909090914,37.0,791141.0,860202.0,2296100104,0.0,0002296100104,0.0
156476,3/21/2024 to 3/27/2024,CHIPS AHOY! SINGLE SERVE 12 CT,0004400005222,GALLETAS,16.0,2024-03-21,-62.7906976744186,32.333333333333336,-20.16460905349794,43.0,791141.0,860202.0,4400005222,0.0,0004400005222,0.0
158164,3/21/2024 to 3/27/2024,WELCH'S GRAPE JUICE 100% 64 OZ,0004180020750,JUGOS PET,311.0,2024-03-21,-14.560439560439564,316.0,-0.7849293563579329,364.0,791141.0,860202.0,4180020750,0.0,0004180020750,0.0
158593,3/21/2024 to 3/27/2024,WELCH GRAPE CONCORD JUICE COCKT 64OZ,0004180020199,JUGOS PET,259.0,2024-03-21,5.284552845528445,215.33333333333334,11.283376399655465,246.0,791141.0,860202.0,4180020199,0.0,0004180020199,0.0
158735,3/21/2024 to 3/27/2024,WELCH'S WHITE GRAPE 100% JUICE 64 OZ,0004180022700,JUGOS PET,83.0,2024-03-21,-22.429906542056077,94.33333333333333,-5.666666666666675,107.0,791141.0,860202.0,4180022700,0.0,0004180022700,0.0
159360,3/21/2024 to 3/27/2024,WELCHS GRAPE JUICE 100 % 10 OZ,0004180035400,JUGOS PET,848.0,2024-03-21,-3.9637599093997777,824.0,1.4778325123152802,883.0,791141.0,860202.0,4180035400,0.0,0004180035400,0.0
162491,3/28/2024 to 4/3/2024,MISTIC MANGO CARROT 64 OZ,0008939664297,JUGOS PET,101.0,2024-03-28,24.691358024691358,84.0,7.234042553191489,81.0,534262.0,791141.0,8939664297,0.0,0008939664297,0.0
162550,3/28/2024 to 4/3/2024,MISTIC ORANGE CARROT 64 OZ,0008939664296,JUGOS PET,675.0,2024-03-28,-23.900789177001126,787.75,-4.553715670436187,887.0,534262.0,791141.0,8939664296,0.0,0008939664296,0.0
162582,3/28/2024 to 4/3/2024,MISTIC TROPICAL CARROT 64 OZ,0008939664290,JUGOS PET,129.0,2024-03-28,16.216216216216207,127.25,0.4605263157894779,111.0,534262.0,791141.0,8939664290,0.0,0008939664290,0.0
170028,3/28/2024 to 4/3/2024,WELCH'S WHITE GRAPE 100% JUICE 64 OZ,0004180022700,JUGOS PET,81.0,2024-03-28,-2.409638554216864,91.0,-3.5335689045936314,83.0,534262.0,791141.0,4180022700,0.0,0004180022700,0.0
170590,3/28/2024 to 4/3/2024,WELCHS GRAPE JUICE 100 % 10 OZ,0004180035400,JUGOS PET,497.0,2024-03-28,-41.391509433962256,742.25,-9.921116504854366,848.0,534262.0,791141.0,4180035400,0.0,0004180035400,0.0
171163,3/28/2024 to 4/3/2024,WELCH GRAPE CONCORD JUICE COCKT 64OZ,0004180020199,JUGOS PET,62.0,2024-03-28,-76.06177606177607,177.0,-17.801857585139324,259.0,534262.0,791141.0,4180020199,0.0,0004180020199,0.0
171253,3/28/2024 to 4/3/2024,WELCH'S GRAPE JUICE 100% 64 OZ,0004180020750,JUGOS PET,235.0,2024-03-28,-24.437299035369776,295.75,-6.408227848101267,311.0,534262.0,791141.0,4180020750,0.0,0004180020750,0.0
173313,3/28/2024 to 4/3/2024,POWERADE FRUIT PUNCH 20 OZ,0004900000371,BEBIDAS,474.0,2024-03-28,-3.0674846625766916,780.25,-11.569701548923316,489.0,534262.0,791141.0,4900000371,0.0,0004900000371,0.0
